date,time,beach.x,observer,abundance,council_report,beach_key,surf_club,slsa_branch,state,lat.x,lon.x,length,orientation,embaymentisation,beach.y
7/02/2023,17:00:00,Maroubra Beach (North),MA,5,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
8/02/2023,17:15:00,Maroubra Beach (North),MA,3,Likely,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
9/02/2023,17:00:00,Maroubra Beach (North),MA,2,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
10/02/2023,10:00:00,Maroubra Beach (North),MA,1,Likely,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
11/02/2023,18:00:00,Maroubra Beach (North),AS,0,Likely,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
12/02/2023,14:00:00,Maroubra Beach (North),MA,0,Likely,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
13/02/2023,17:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
14/02/2023,9:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
15/02/2023,9:20:00,Maroubra Beach (North),MA,2,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
16/02/2023,10:15:00,Maroubra Beach (North),MA,35,Some,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
17/02/2023,18:30:00,Maroubra Beach (North),MA,5,Likely,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
18/02/2023,17:45:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
19/02/2023,18:30:00,Maroubra Beach (North),AS,5,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
20/02/2023,8:45:00,Maroubra Beach (North),MA,3,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
21/02/2023,8:00:00,Maroubra Beach (North),MA,6,Some,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
22/02/2023,8:30:00,Maroubra Beach (North),MA,1,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
23/02/2023,17:00:00,Maroubra Beach (North),MA,3,Likely,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
24/02/2023,9:30:00,Maroubra Beach (North),MA,1,Likely,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
25/02/2023,17:00:00,Maroubra Beach (North),AS,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
26/02/2023,14:00:00,Maroubra Beach (North),AS,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
27/02/2023,16:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
28/02/2023,16:15:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
1/03/2023,17:45:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
2/03/2023,8:30:00,Maroubra Beach (North),MA,1,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
3/03/2023,16:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
4/03/2023,20:30:00,Maroubra Beach (North),MA,1,Likely,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
5/03/2023,15:15:00,Maroubra Beach (North),MA,1,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
6/03/2023,9:15:00,Maroubra Beach (North),MA,2,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
7/03/2023,17:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
8/03/2023,9:15:00,Maroubra Beach (North),MA,1,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
9/03/2023,16:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
10/03/2023,16:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
11/03/2023,16:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
12/03/2023,13:30:00,Maroubra Beach (North),AS,7,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
13/03/2023,16:30:00,Maroubra Beach (North),MA,5,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
14/03/2023,9:00:00,Maroubra Beach (North),MA,2,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
15/03/2023,9:45:00,Maroubra Beach (North),MA,3,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
16/03/2023,19:00:00,Maroubra Beach (North),AS,5,Some,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
17/03/2023,19:30:00,Maroubra Beach (North),AS,1,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
18/03/2023,8:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
19/03/2023,8:30:00,Maroubra Beach (North),MA,1,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
20/03/2023,17:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
21/03/2023,16:00:00,Maroubra Beach (North),MA,1,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
22/03/2023,15:45:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
23/03/2023,15:30:00,Maroubra Beach (North),MA,1,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
24/03/2023,16:15:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
25/03/2023,17:30:00,Maroubra Beach (North),MA,1,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
26/03/2023,12:30:00,Maroubra Beach (North),MA,8,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
27/03/2023,17:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
28/03/2023,18:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
29/03/2023,18:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
30/03/2023,9:10:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
31/03/2023,18:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
1/04/2023,18:30:00,Maroubra Beach (North),AS,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
2/04/2023,10:00:00,Maroubra Beach (North),AS,1,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
3/04/2023,17:30:00,Maroubra Beach (North),MA,1,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
4/04/2023,16:15:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
5/04/2023,16:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
6/04/2023,18:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
7/04/2023,14:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
8/04/2023,17:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
9/04/2023,18:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
10/04/2023,20:00:00,Maroubra Beach (North),AS,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
11/04/2023,16:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
12/04/2023,15:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
13/04/2023,17:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
14/04/2023,17:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
15/04/2023,17:00:00,Maroubra Beach (North),AS,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
16/04/2023,9:00:00,Maroubra Beach (North),AS,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
17/04/2023,17:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
18/04/2023,15:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
19/04/2023,16:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
20/04/2023,16:15:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
21/04/2023,9:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
22/04/2023,9:00:00,Maroubra Beach (North),AS,1,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
23/04/2023,18:00:00,Maroubra Beach (North),AS,2,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
24/04/2023,16:40:00,Maroubra Beach (North),MA,1,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
25/04/2023,16:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
26/04/2023,9:45:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
27/04/2023,18:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
28/04/2023,18:00:00,Maroubra Beach (North),MA,4,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
29/04/2023,12:30:00,Maroubra Beach (North),AS,1,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
30/04/2023,17:00:00,Maroubra Beach (North),AS,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
1/05/2023,18:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
2/05/2023,15:45:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
3/05/2023,16:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
4/05/2023,16:15:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
5/05/2023,17:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
6/05/2023,16:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
7/05/2023,17:00:00,Maroubra Beach (North),AS,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
8/05/2023,17:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
9/05/2023,9:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
10/05/2023,17:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
11/05/2023,15:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
12/05/2023,8:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
13/05/2023,9:00:00,Maroubra Beach (North),AS,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
14/05/2023,11:00:00,Maroubra Beach (North),KP,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
15/05/2023,18:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
16/05/2023,15:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
17/05/2023,16:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
18/05/2023,16:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
19/05/2023,7:00:00,Maroubra Beach (North),AS,3,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
20/05/2023,8:30:00,Maroubra Beach (North),AS,1,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
21/05/2023,17:00:00,Maroubra Beach (North),AS,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
22/05/2023,9:45:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
23/05/2023,17:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
24/05/2023,10:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
25/05/2023,11:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
26/05/2023,9:15:00,Maroubra Beach (North),MA,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
27/05/2023,12:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
28/05/2023,17:00:00,Maroubra Beach (North),MA,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
29/05/2023,10:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
30/05/2023,9:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
31/05/2023,8:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
1/06/2023,10:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
2/06/2023,10:00:00,Maroubra Beach (North),MA,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
3/06/2023,14:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
4/06/2023,17:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
5/06/2023,10:30:00,Maroubra Beach (North),MA,10,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
6/06/2023,10:15:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
7/06/2023,18:00:00,Maroubra Beach (North),MA,1,Some,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
8/06/2023,17:30:00,Maroubra Beach (North),MA,0,Some,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
9/06/2023,9:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
10/06/2023,15:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
11/06/2023,12:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
12/06/2023,13:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
13/06/2023,9:45:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
14/06/2023,8:45:00,Maroubra Beach (North),MA,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
15/06/2023,9:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
16/06/2023,10:15:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
17/06/2023,16:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
18/06/2023,15:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
19/06/2023,9:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
20/06/2023,17:15:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
21/06/2023,20:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
22/06/2023,8:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
23/06/2023,10:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
24/06/2023,15:30:00,Maroubra Beach (North),MA,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
25/06/2023,14:00:00,Maroubra Beach (North),MA,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
26/06/2023,21:20:00,Maroubra Beach (North),MA,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
27/06/2023,9:30:00,Maroubra Beach (North),MA,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
28/06/2023,18:00:00,Maroubra Beach (North),MA,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
29/06/2023,12:30:00,Maroubra Beach (North),MA,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
30/06/2023,11:30:00,Maroubra Beach (North),MA,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
1/07/2023,12:00:00,Maroubra Beach (North),MA,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
2/07/2023,17:00:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
3/07/2023,21:00:00,Maroubra Beach (North),MA,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
4/07/2023,19:30:00,Maroubra Beach (North),MA,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
5/07/2023,23:30:00,Maroubra Beach (North),MA,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
6/07/2023,19:00:00,Maroubra Beach (North),MA,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
7/07/2023,13:30:00,Maroubra Beach (North),MA,0,None,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
8/07/2023,11:00:00,Maroubra Beach (North),MA,0,NA,nsw327A,Maroubra SLSC,Sydney Inc.,NSW,-33.9484,151.2569,500,107,0.7,Maroubra Beach (North)
